camera,joint,delta_theta_mean,delta_theta_std,delta_theta_abs_mean,error_3d_mean,count
CapturedFrames_-3.0_1.5_-1.0,LEFT_ELBOW,-34.19929701084845,26.29308765160572,37.22986972402512,0.34799900846649334,85
CapturedFrames_-3.0_1.5_-1.0,RIGHT_ELBOW,41.67097501023903,23.149786126699006,45.05587306560566,0.2790984801203434,85
CapturedFrames_-3.0_1.5_-2.0,LEFT_ELBOW,-32.578689509782784,13.619687549213666,32.57868950978278,0.3326975629492387,88
CapturedFrames_-3.0_1.5_-2.0,RIGHT_ELBOW,37.438923708283774,11.035912816052571,37.438923708283774,0.27629555453878113,88
CapturedFrames_-3.0_1.5_-3.0,LEFT_ELBOW,-36.04940638825833,13.563619459529964,36.049406388258326,0.31669181324282236,73
CapturedFrames_-3.0_1.5_-3.0,RIGHT_ELBOW,34.82781290139628,12.10271604793168,34.82781290139628,0.2752721090488008,73
CapturedFrames_-3.0_1.5_-4.0,LEFT_ELBOW,-36.88942037591227,12.319341364942717,36.88942037591227,0.31021752059304,56
CapturedFrames_-3.0_1.5_-4.0,RIGHT_ELBOW,35.03973070998878,12.917287366223348,35.039730709988774,0.27598016032121725,56
CapturedFrames_-3.0_1.5_-5.0,LEFT_ELBOW,-32.74438557662789,7.474166267160516,32.744385576627906,0.2944400354270087,36
CapturedFrames_-3.0_1.5_-5.0,RIGHT_ELBOW,32.49481630839708,12.119952981979717,32.49481630839708,0.2763005404706065,36
CapturedFrames_-3.0_1.5_-6.0,LEFT_ELBOW,-32.917546794645396,3.2103399695754913,32.917546794645396,0.26781583830575056,21
CapturedFrames_-3.0_1.5_-6.0,RIGHT_ELBOW,36.083913950270436,8.501959458516717,36.083913950270436,0.28427933837777813,21
CapturedFrames_-3.0_1.5_0.0,LEFT_ELBOW,-46.67235559545575,24.929671387602426,46.67235559545575,0.38060754144497455,78
CapturedFrames_-3.0_1.5_0.0,RIGHT_ELBOW,50.1835941587859,11.615918725537972,50.18359415878591,0.2815938054428348,78
CapturedFrames_-3.0_1.5_1.0,LEFT_ELBOW,-60.411108931170325,35.56947745945892,63.75475793557983,0.37534545982676054,95
CapturedFrames_-3.0_1.5_1.0,RIGHT_ELBOW,56.92366979218376,20.044706969385942,59.130995159398445,0.30393880489219743,95
CapturedFrames_-3.0_1.5_2.0,LEFT_ELBOW,-66.22480723807372,22.054274198628974,66.22480723807374,0.37048414837473886,95
CapturedFrames_-3.0_1.5_2.0,RIGHT_ELBOW,64.35348090927519,10.491744540742559,64.35348090927518,0.3123008317052171,95
CapturedFrames_-3.0_1.5_3.0,LEFT_ELBOW,-66.36935598444094,16.81363098407128,66.36935598444093,0.35951730011396105,67
